City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Nieuw Amsterdam,SR,2021-08-06 02:12:16,5.8833,-55.0833,78.03,89,100,2.66
297,Puerto Rico,AR,2021-08-06 02:12:16,-26.796,-55.024,60.24,61,100,1.01
298,Ambon,ID,2021-08-06 02:11:48,-3.6954,128.1814,80.74,89,40,5.75
299,Cayenne,GF,2021-08-06 02:12:17,4.9333,-52.3333,79.09,84,90,4.61
300,Key West,US,2021-08-06 02:11:56,24.5557,-81.7826,87.8,70,1,6.91
301,Plettenberg Bay,ZA,2021-08-06 02:12:18,-34.0527,23.3716,57.43,84,98,4.94
302,Starodub,RU,2021-08-06 02:12:18,52.5844,32.7633,62.02,93,100,7.65
303,Fort Nelson,CA,2021-08-06 02:12:18,58.8053,-122.7002,59.09,96,95,11.56
304,Mamlyutka,KZ,2021-08-06 02:12:19,54.9375,68.5394,66.47,83,93,5.26
305,Hofn,IS,2021-08-06 02:12:19,64.2539,-15.2082,52.77,88,91,2.82
306,Lorengau,PG,2021-08-06 02:12:19,-2.0226,147.2712,85.03,72,30,10.54
307,Usinsk,RU,2021-08-06 02:12:20,65.9939,57.5281,52.95,96,100,12.19
308,Tecoanapa,MX,2021-08-06 02:08:32,16.5167,-98.75,77.41,92,100,8.66
309,Okakarara,NA,2021-08-06 02:12:21,-20.5833,17.4333,52.21,36,2,2.68
310,Namibe,AO,2021-08-06 02:12:21,-15.1961,12.1522,65.68,81,0,2.46
311,Bonfim,BR,2021-08-06 02:12:22,3.0833,-59.95,76.95,81,100,4.65
312,Jumla,NP,2021-08-06 02:12:22,29.2747,82.1838,63.12,96,100,2.21
313,Paamiut,GL,2021-08-06 02:12:22,61.994,-49.6678,44.53,96,100,18.1
314,The Valley,AI,2021-08-06 02:12:23,18.217,-63.0578,82.81,75,1,17.6
315,San Joaquin,US,2021-08-06 02:12:16,37.9333,-121.3011,91.99,37,1,11.5
316,Havre-Saint-Pierre,CA,2021-08-06 02:12:23,50.2334,-63.5986,59.88,90,100,4.81
317,Ayan,RU,2021-08-06 02:12:24,56.45,138.1667,54.37,91,100,13.02
318,Camacha,PT,2021-08-06 02:07:27,33.0833,-16.3333,71.53,94,75,11.5
319,Saint-Georges,GD,2021-08-06 02:12:24,12.0564,-61.7485,80.28,89,20,0.0
320,Kalemie,CD,2021-08-06 02:12:24,-5.9475,29.1947,73.36,57,48,2.82
321,Shelburne,CA,2021-08-06 02:10:50,44.0787,-80.2041,69.57,77,91,5.17
322,Tessalit,ML,2021-08-06 02:12:25,20.1986,1.0114,81.16,55,100,19.51
323,Kagoro,NG,2021-08-06 02:12:25,9.6,8.3833,65.73,98,99,1.23
324,Ladario,BR,2021-08-06 02:12:25,-19.0047,-57.6017,68.67,26,25,2.91
325,Nanortalik,GL,2021-08-06 02:12:26,60.1432,-45.2371,46.31,96,100,1.48
326,Williams Lake,CA,2021-08-06 02:12:26,52.1415,-122.1445,67.23,45,100,1.99
327,Raga,SS,2021-08-06 02:12:27,8.4596,25.678,67.73,96,56,4.5
328,Srandakan,ID,2021-08-06 02:12:27,-7.9386,110.2506,81.19,71,95,3.18
329,Roquetas De Mar,ES,2021-08-06 02:12:27,36.7642,-2.6148,75.61,87,0,4.79
330,Ahuacatlan,MX,2021-08-06 02:12:28,21.05,-104.4833,68.22,98,100,3.74
331,Lazaro Cardenas,MX,2021-08-06 02:12:28,17.9583,-102.2,79.84,78,95,1.99
332,Auki,SB,2021-08-06 02:08:21,-8.7676,160.7034,84.13,59,14,8.03
333,Huadian,CN,2021-08-06 02:12:29,42.9633,126.7478,75.92,76,100,7.78
334,Zhigansk,RU,2021-08-06 02:12:29,66.7697,123.3711,59.79,42,100,7.11
335,Clarence Town,AU,2021-08-06 02:12:29,-32.5833,151.7833,68.05,42,0,8.75
336,Nome,US,2021-08-06 02:12:30,64.5011,-165.4064,62.17,82,90,23.02
337,Yar-Sale,RU,2021-08-06 02:12:30,66.8333,70.8333,63.77,68,100,7.47
338,Puerto Baquerizo Moreno,EC,2021-08-06 02:12:30,-0.9,-89.6,70.29,85,60,11.97
339,Chulumani,BO,2021-08-06 02:12:31,-16.4096,-67.5263,57.16,83,2,1.9
340,Talcahuano,CL,2021-08-06 02:10:15,-36.7167,-73.1167,51.48,93,75,3.44
341,Mikuni,JP,2021-08-06 02:12:31,36.2171,136.1519,87.24,66,7,4.41
342,Ardakan,IR,2021-08-06 02:12:32,32.31,54.0175,80.98,22,87,10.04
343,San Felipe,VE,2021-08-06 02:12:32,10.3399,-68.7425,71.06,93,0,4.29
344,Marathon,US,2021-08-06 02:12:33,44.9,-89.7668,67.53,86,90,10.36
345,Belen,TR,2021-08-06 02:12:33,36.4891,36.2233,75.34,65,40,6.91
346,Altay,CN,2021-08-06 02:12:33,47.8667,88.1167,64.96,53,5,3.89
347,Mecca,SA,2021-08-06 02:08:51,21.4267,39.8261,84.74,60,33,4.72
348,Sao Joao Da Barra,BR,2021-08-06 02:09:27,-21.6403,-41.0511,68.59,79,74,8.97
349,Kangaatsiaq,GL,2021-08-06 02:12:34,68.3065,-53.4641,42.91,93,100,16.53
350,Antofagasta,CL,2021-08-06 02:12:34,-23.65,-70.4,56.48,70,37,6.78
351,Sawtell,AU,2021-08-06 02:12:35,-30.3833,153.1,68.32,51,0,8.05
352,Riyadh,SA,2021-08-06 02:12:35,24.6877,46.7219,86.14,13,0,9.4
353,Sao Raimundo Das Mangabeiras,BR,2021-08-06 02:12:35,-7.0219,-45.4811,72.19,32,1,2.46
354,Lebedinyy,RU,2021-08-06 02:12:36,58.5167,125.5167,66.6,63,100,7.58
355,Adrar,MR,2021-08-06 02:12:36,20.5022,-10.0711,88.88,17,59,6.31
356,Wunstorf,DE,2021-08-06 02:12:36,52.4333,9.4167,60.48,94,40,5.75
357,Ndele,CF,2021-08-06 02:12:37,8.4109,20.6473,69.62,97,44,2.73
358,Verkhnyaya Inta,RU,2021-08-06 02:12:37,65.9811,60.3094,52.45,95,100,13.06
359,Lubango,AO,2021-08-06 02:12:38,-14.9172,13.4925,58.15,33,0,4.38
360,Baracoa,CU,2021-08-06 02:12:38,20.3467,-74.4958,81.43,83,52,7.76
361,Gorontalo,ID,2021-08-06 02:08:04,0.5412,123.0595,87.15,64,47,6.38
362,Igarka,RU,2021-08-06 02:12:38,67.4667,86.5833,71.26,43,76,8.66
363,Aksakovo,BG,2021-08-06 02:12:40,43.25,27.8167,78.1,90,0,3.44
364,Santa Isabel,BR,2021-08-06 02:12:40,-23.3156,-46.2214,61.66,97,94,2.04
365,Nara,JP,2021-08-06 02:12:41,34.6851,135.8049,88.88,59,99,11.95
366,Poronaysk,RU,2021-08-06 02:12:41,49.2167,143.1167,58.77,94,100,9.26
367,Ouesso,CG,2021-08-06 02:08:41,1.6136,16.0517,73.08,82,37,3.94
368,Kaitangata,NZ,2021-08-06 02:11:54,-46.2817,169.8464,55.92,58,6,3.0
369,Klaksvik,FO,2021-08-06 02:12:42,62.2266,-6.589,56.32,97,100,6.58
370,Chifeng,CN,2021-08-06 02:12:42,42.2683,118.9636,73.24,57,98,3.78
371,Victor Harbor,AU,2021-08-06 02:12:43,-35.5667,138.6167,57.47,61,59,11.54
372,Rurrenabaque,BO,2021-08-06 02:12:43,-14.4413,-67.5278,68.52,58,1,2.15
373,Yulara,AU,2021-08-06 02:12:43,-25.2406,130.9889,60.64,36,0,16.11
374,Akyab,MM,2021-08-06 02:12:44,20.15,92.9,80.1,85,100,4.47
375,Sosua,DO,2021-08-06 02:10:36,19.7667,-70.5167,81.52,94,75,8.05
376,Nicoya,CR,2021-08-06 02:12:44,10.1483,-85.452,74.75,93,100,1.14
377,Olafsvik,IS,2021-08-06 02:12:45,64.8945,-23.7142,54.48,84,18,4.92
378,Great Bend,US,2021-08-06 02:12:45,38.3645,-98.7648,83.03,49,1,5.01
379,Morant Bay,JM,2021-08-06 02:12:45,17.8815,-76.4093,83.82,81,42,8.57
380,Tromso,NO,2021-08-06 02:12:46,69.6496,18.957,52.38,93,75,4.61
381,Ugoofaaru,MV,2021-08-06 02:12:46,5.6667,73.0,81.5,78,100,12.59
382,Mountain Home,US,2021-08-06 02:12:07,43.133,-115.6912,93.11,19,75,12.66
383,Makhu,IN,2021-08-06 02:12:47,31.1033,74.9978,83.19,79,11,8.21
384,Kalianget,ID,2021-08-06 02:12:47,-7.05,113.9333,83.55,67,87,12.41
385,Jaisalmer,IN,2021-08-06 02:12:47,26.9147,70.9181,83.28,66,19,16.02
386,Lac Du Bonnet,CA,2021-08-06 02:12:48,50.2536,-96.0612,61.59,70,91,8.25
387,Lata,PT,2021-08-06 02:12:48,40.1629,-8.3327,65.05,98,49,2.84
388,Thinadhoo,MV,2021-08-06 02:12:49,0.5333,72.9333,81.39,70,100,5.44
389,Mangrol,IN,2021-08-06 02:12:49,21.1167,70.1167,81.28,82,100,14.38
390,Aykhal,RU,2021-08-06 02:12:49,66.0,111.5,62.74,41,0,18.01
391,Casino,AU,2021-08-06 02:12:50,-28.8667,153.05,67.95,40,45,4.61
392,Gualdo Tadino,IT,2021-08-06 02:12:50,43.2317,12.781,68.52,84,100,1.01
393,Vanimo,PG,2021-08-06 02:12:50,-2.6741,141.3028,84.81,69,14,4.07
394,Vigia,BR,2021-08-06 02:12:51,-0.8583,-48.1417,78.85,89,8,9.42
395,Port Hardy,CA,2021-08-06 02:12:51,50.6996,-127.4199,61.43,79,60,9.31
396,Sumter,US,2021-08-06 02:12:51,28.7086,-82.0831,79.38,86,100,6.2
397,Kahului,US,2021-08-06 02:12:52,20.8947,-156.47,84.22,79,40,26.46
398,Polewali,ID,2021-08-06 02:12:52,-3.4324,119.3435,81.9,76,97,3.42
399,Kwekwe,ZW,2021-08-06 02:12:52,-18.9281,29.8149,48.78,52,0,4.34
400,Gawler,AU,2021-08-06 02:12:53,-34.6,138.7333,59.56,95,92,8.79
401,George Town,MY,2021-08-06 02:09:51,5.4112,100.3354,85.95,71,20,3.44
402,Valle De Banderas,MX,2021-08-06 02:12:53,20.8,-105.2333,76.6,94,75,3.44
403,Calama,CL,2021-08-06 02:12:54,-22.4667,-68.9333,41.49,30,0,14.97
404,Warrnambool,AU,2021-08-06 02:12:54,-38.3833,142.4833,53.82,79,100,16.26
405,Teya,RU,2021-08-06 02:12:55,60.3778,92.6267,72.7,46,68,3.6
406,Martapura,ID,2021-08-06 02:12:55,-3.4167,114.85,84.29,74,20,5.75
407,Sarangani,PH,2021-08-06 02:12:55,5.4033,125.4636,82.85,78,100,8.43
408,Northam,GB,2021-08-06 02:12:56,51.0333,-4.2167,61.66,97,76,24.09
409,Colares,PT,2021-08-06 02:12:56,38.7992,-9.4469,67.28,75,16,3.0
410,Ust-Ishim,RU,2021-08-06 02:12:56,57.6935,71.1665,62.62,84,100,3.8
411,Morehead,US,2021-08-06 02:09:16,37.2711,-87.1764,71.83,84,1,0.0
412,Kudat,MY,2021-08-06 02:12:57,6.8837,116.8477,87.06,60,46,2.37
413,Qandala,SO,2021-08-06 02:12:57,11.472,49.8728,87.39,51,94,7.99
414,Srednekolymsk,RU,2021-08-06 02:12:57,67.45,153.6833,50.38,70,100,10.83
415,Syracuse,IT,2021-08-06 02:12:58,37.0881,15.2792,81.61,72,25,4.99
416,Bowen,AU,2021-08-06 02:12:58,-20.0167,148.2333,69.04,39,58,13.29
417,Sabang,ID,2021-08-06 02:12:58,5.8933,95.3214,83.55,72,59,19.33
418,Koumac,NC,2021-08-06 02:12:59,-20.5667,164.2833,71.65,52,100,15.12
419,Obihiro,JP,2021-08-06 02:12:59,42.9172,143.2044,86.49,64,10,4.09
420,Casimiro Castillo,MX,2021-08-06 02:13:00,19.6,-104.4333,76.46,99,100,1.12
421,Hami,CN,2021-08-06 02:12:51,42.8,93.45,87.96,20,39,10.4
422,Luderitz,NA,2021-08-06 02:13:00,-26.6481,15.1594,55.02,72,47,2.66
423,Nchelenge,ZM,2021-08-06 02:13:00,-9.3451,28.734,62.51,47,2,7.63
424,Wuda,CN,2021-08-06 02:13:01,39.4994,106.7117,79.34,21,95,12.82
425,Tommot,RU,2021-08-06 02:13:01,58.9564,126.2925,71.76,56,100,8.77
426,Nizhnevartovsk,RU,2021-08-06 02:13:01,60.9344,76.5531,60.82,94,33,4.47
427,Shelby,US,2021-08-06 02:13:02,35.2001,-89.8668,76.14,77,1,0.0
428,Puerto Quijarro,BO,2021-08-06 02:13:02,-17.7833,-57.7667,70.34,23,30,2.95
429,Bumba,CD,2021-08-06 02:13:03,2.1833,22.4667,70.12,98,63,2.51
430,Korla,CN,2021-08-06 02:13:03,41.7597,86.1469,85.77,17,95,11.68
431,Vadgaon,IN,2021-08-06 02:13:04,20.9402,74.8712,81.07,70,100,7.78
432,La Reforma,MX,2021-08-06 02:13:04,25.0833,-108.05,86.29,72,100,2.24
433,Quatre Cocos,MU,2021-08-06 02:12:39,-20.2078,57.7625,66.31,70,72,13.33
434,Bambanglipuro,ID,2021-08-06 02:13:04,-7.95,110.2833,81.21,71,97,3.22
435,Cozumel,MX,2021-08-06 02:13:05,20.5083,-86.9458,86.11,83,40,5.01
436,Comodoro Rivadavia,AR,2021-08-06 02:12:13,-45.8667,-67.5,57.06,30,0,26.46
437,Koshurnikovo,RU,2021-08-06 02:13:06,54.1667,93.3,59.16,87,100,1.07
438,Plattling,DE,2021-08-06 02:13:06,48.7833,12.8667,60.22,87,94,4.14
439,Nago,JP,2021-08-06 02:13:06,26.5881,127.9761,86.45,90,34,14.07
440,Samarai,PG,2021-08-06 02:13:07,-10.6167,150.6667,79.27,64,99,11.81
441,Bonaventure,CA,2021-08-06 02:13:07,48.0457,-65.4926,64.98,97,100,6.44
442,Visby,SE,2021-08-06 02:13:07,57.6409,18.296,64.94,77,9,6.91
443,Anadyr,RU,2021-08-06 02:08:19,64.75,177.4833,55.9,71,0,4.47
444,Hammerfest,NO,2021-08-06 02:13:08,70.6634,23.6821,52.25,87,0,0.0
445,Khatassy,RU,2021-08-06 02:13:08,61.9036,129.6383,67.98,27,33,10.2
446,Vila Franca Do Campo,PT,2021-08-06 02:13:09,37.7167,-25.4333,72.01,92,48,8.19
447,Hambantota,LK,2021-08-06 02:13:09,6.1241,81.1185,80.71,76,99,18.92
448,Charyshskoye,RU,2021-08-06 02:13:10,51.3978,83.5598,60.48,91,100,3.58
449,Thessalon,CA,2021-08-06 02:13:10,46.2501,-83.5666,73.89,85,87,4.25
450,Nishihara,JP,2021-08-06 02:13:10,26.1842,127.7558,85.68,87,75,6.91
451,Sao Filipe,CV,2021-08-06 02:13:11,14.8961,-24.4956,77.79,91,99,8.61
452,Codrington,AU,2021-08-06 02:13:11,-38.2667,141.9667,54.7,78,100,12.75
453,Nanakuli,US,2021-08-06 02:13:12,21.3906,-158.1547,87.75,51,90,10.36
454,Poplar Bluff,US,2021-08-06 02:13:12,36.757,-90.3929,76.77,83,1,0.0
455,Ciudad Bolivar,VE,2021-08-06 02:10:06,8.1222,-63.5497,77.79,82,30,3.13
456,Seybaplaya,MX,2021-08-06 02:13:12,19.65,-90.6667,83.5,77,100,17.49
457,Xuddur,SO,2021-08-06 02:13:13,4.1213,43.8894,67.91,84,15,15.79
458,Hudson Bay,CA,2021-08-06 02:13:13,52.85,-102.3842,70.18,55,12,2.91
459,Alofi,NU,2021-08-06 02:12:18,-19.0595,-169.9187,80.49,69,40,4.61
460,Kropotkin,RU,2021-08-06 02:13:14,45.4375,40.5756,77.7,37,0,12.5
461,Edson,CA,2021-08-06 02:13:14,53.5835,-116.4356,80.38,35,90,6.02
462,Kandrian,PG,2021-08-06 02:13:14,-6.2167,149.55,80.82,78,89,16.44
463,Mastic Beach,US,2021-08-06 02:13:15,40.7668,-72.8521,72.32,91,1,10.0
464,Tezu,IN,2021-08-06 02:13:15,27.9167,96.1667,88.61,60,8,1.63
465,Beringovskiy,RU,2021-08-06 02:13:15,63.05,179.3167,49.82,83,100,7.07
466,Utica,US,2021-08-06 02:10:21,43.1009,-75.2327,69.35,90,0,3.13
467,Hachinohe,JP,2021-08-06 02:13:16,40.5,141.5,85.82,63,2,7.74
468,Sioux Lookout,CA,2021-08-06 02:13:16,50.1001,-91.917,61.18,100,90,10.36
469,Kijang,KR,2021-08-06 02:13:17,35.2442,129.2139,86.94,65,0,8.59
470,Vao,NC,2021-08-06 02:13:17,-22.6667,167.4833,68.02,59,65,18.37
471,Lobanovo,RU,2021-08-06 02:13:17,57.8595,56.3026,55.31,100,0,2.24
472,Sao Felix Do Xingu,BR,2021-08-06 02:13:18,-6.6447,-51.995,73.11,38,6,0.67
473,Baruun-Urt,MN,2021-08-06 02:13:18,46.6806,113.2792,73.08,42,4,10.18
474,Guelph,CA,2021-08-06 02:09:02,43.5501,-80.2497,72.39,72,100,5.7
475,Karratha,AU,2021-08-06 02:13:19,-20.7377,116.8463,73.33,25,43,26.91
476,Ranong,TH,2021-08-06 02:13:19,9.9658,98.6348,81.66,84,91,12.3
477,Takoradi,GH,2021-08-06 02:13:19,4.8845,-1.7554,74.75,87,21,7.25
478,Thunder Bay,CA,2021-08-06 02:13:20,48.4001,-89.3168,68.56,95,93,3.47
479,San Quintin,MX,2021-08-06 02:13:20,30.4833,-115.95,69.3,81,1,9.71
480,Shimoda,JP,2021-08-06 02:13:20,34.6667,138.95,86.11,73,51,11.81
481,Santa Maria,BR,2021-08-06 02:13:21,-29.6842,-53.8069,57.29,92,99,6.08
482,Garissa,KE,2021-08-06 02:13:21,-0.4536,39.6401,71.82,82,73,14.23
483,Sambir,UA,2021-08-06 02:13:22,49.5183,23.1975,61.88,80,10,11.48
484,Uruzgan,AF,2021-08-06 02:13:22,32.8333,66.0,71.6,24,0,7.0
485,Pinotepa Nacional,MX,2021-08-06 02:13:22,16.3167,-98.0167,74.68,95,100,3.09
486,Constitucion,CL,2021-08-06 02:13:23,-35.3333,-72.4167,50.41,90,100,2.77
487,Odienne,CI,2021-08-06 02:13:23,9.51,-7.5692,69.58,96,100,3.8
488,Murud,IN,2021-08-06 02:13:24,18.3258,72.965,80.01,85,100,14.25
489,Kulhudhuffushi,MV,2021-08-06 02:13:24,6.6221,73.07,81.55,76,100,12.82
490,Los Llanos De Aridane,ES,2021-08-06 02:13:24,28.6585,-17.9182,67.75,95,20,14.97
491,Marsh Harbour,BS,2021-08-06 02:13:24,26.5412,-77.0636,83.16,77,44,13.53
492,Whitehorse,CA,2021-08-06 02:13:25,60.7161,-135.0538,70.02,60,86,11.01
493,Khasan,RU,2021-08-06 02:13:25,42.4308,130.6434,80.96,67,99,4.16
494,Kyrksaeterora,NO,2021-08-06 02:13:26,63.2906,9.0891,55.49,91,96,3.22
495,Evans,US,2021-08-06 02:13:26,33.5337,-82.1307,79.03,69,1,1.01
496,Virden,US,2021-08-06 02:13:26,39.5009,-89.7679,75.61,78,100,7.56
497,Sechura,PE,2021-08-06 02:13:27,-5.5569,-80.8222,65.68,80,0,13.51
498,East Kilbride,GB,2021-08-06 02:13:28,55.7667,-4.1667,59.63,83,100,1.99
499,Marienburg,PL,2021-08-06 02:13:30,54.0359,19.0266,64.06,69,100,11.03
500,Kaduqli,SD,2021-08-06 02:13:31,11.0167,29.7167,74.62,82,100,4.92
501,Litovko,RU,2021-08-06 02:13:31,49.2361,135.1742,65.3,95,100,3.15
502,Narsaq,GL,2021-08-06 02:13:32,60.9167,-46.05,46.62,92,100,2.19
503,Svetlaya,RU,2021-08-06 02:12:11,46.5389,138.3297,70.52,85,100,4.52
504,Vaksdal,NO,2021-08-06 02:13:32,60.5903,5.8227,56.97,94,27,3.67
505,Kudahuvadhoo,MV,2021-08-06 02:13:32,2.6708,72.8944,82.17,72,98,8.63
506,Beloha,MG,2021-08-06 02:13:33,-25.1667,45.05,62.01,64,0,5.32
507,Crixas,BR,2021-08-06 02:13:33,-14.5489,-49.9692,74.01,33,100,6.96
508,Palestina,PS,2021-08-06 02:13:34,31.9216,35.2033,78.94,25,0,4.61
509,Puerto Madryn,AR,2021-08-06 02:13:34,-42.7692,-65.0385,62.22,38,100,14.36
510,Ambovombe,MG,2021-08-06 02:13:34,-25.1667,46.0833,60.98,75,0,5.1
511,Lucapa,AO,2021-08-06 02:13:35,-8.4192,20.7447,65.71,32,0,4.65
512,Alice Springs,AU,2021-08-06 02:13:35,-23.7,133.8833,56.75,47,0,12.66
513,Ponta Delgada,PT,2021-08-06 02:13:36,37.7333,-25.6667,72.32,100,40,13.8
514,Nizhniy Kuranakh,RU,2021-08-06 02:12:13,58.8353,125.4869,69.84,62,100,9.91
515,Roebourne,AU,2021-08-06 02:13:36,-20.7833,117.1333,73.38,25,7,25.52
516,Callaway,US,2021-08-06 02:13:37,30.153,-85.5699,78.98,86,1,1.99
517,Champerico,GT,2021-08-06 02:13:37,14.3,-91.9167,81.36,92,100,10.94
518,Katobu,ID,2021-08-06 02:13:37,-4.9408,122.5276,83.66,63,93,8.55
519,Acapulco,MX,2021-08-06 02:13:38,16.8634,-99.8901,84.02,74,90,3.44
520,Mildura,AU,2021-08-06 02:13:38,-34.2,142.15,57.16,67,90,8.05
521,Sinjar,IQ,2021-08-06 02:13:38,36.3209,41.8754,90.77,21,21,5.82
522,Yarada,IN,2021-08-06 02:13:39,17.65,83.2667,86.25,66,70,6.53
523,Kharan,PK,2021-08-06 02:13:39,28.5833,65.4167,84.51,16,0,4.9
524,La Ronge,CA,2021-08-06 02:09:30,55.1001,-105.2842,62.69,79,46,3.98
525,Pinawa,CA,2021-08-06 02:13:40,50.1489,-95.8811,64.04,71,89,7.87
526,Hervey Bay,AU,2021-08-06 02:13:40,-25.2986,152.8535,69.91,57,56,2.71
527,Hatillo,PR,2021-08-06 02:13:41,18.4863,-66.8254,82.89,88,0,13.31
528,Elizabeth City,US,2021-08-06 02:13:41,36.2946,-76.2511,73.02,87,1,4.61
529,Buea,CM,2021-08-06 02:13:41,4.1527,9.241,66.29,90,95,5.08
530,Mtwara,TZ,2021-08-06 02:13:42,-10.2667,40.1833,68.63,92,12,6.73
531,Zyryanskoye,RU,2021-08-06 02:13:42,56.8306,86.6258,62.78,87,60,5.39
532,Buala,SB,2021-08-06 02:13:42,-8.145,159.5921,81.99,69,60,10.02
533,Dumai,ID,2021-08-06 02:13:43,1.6833,101.45,83.26,68,95,3.96
534,Palmer,US,2021-08-06 02:13:43,42.1584,-72.3287,67.75,80,69,2.17
535,Tahe,CN,2021-08-06 02:13:43,52.3333,124.7333,59.65,96,100,3.36
536,Angoche,MZ,2021-08-06 02:13:44,-16.2325,39.9086,69.8,83,1,2.28
537,Huambo,AO,2021-08-06 02:13:04,-12.7761,15.7392,55.44,31,0,3.09
538,Luquillo,PR,2021-08-06 02:13:44,18.3725,-65.7166,82.81,94,40,9.22
539,Buin,CL,2021-08-06 02:13:45,-33.7333,-70.75,58.05,71,75,3.83
540,Nova Ushytsya,UA,2021-08-06 02:13:45,48.8372,27.2743,63.3,94,100,9.26
541,Poltavka,RU,2021-08-06 02:13:45,54.3663,71.7632,68.76,58,100,3.33
542,Komsomolskiy,UZ,2021-08-06 02:13:47,40.4272,71.7189,76.42,35,52,2.3
543,Pemangkat,ID,2021-08-06 02:13:47,1.1667,108.9667,81.28,71,100,3.89
544,Malakal,SS,2021-08-06 02:13:47,9.5334,31.6605,72.18,90,98,1.21
545,Phek,IN,2021-08-06 02:13:48,25.6667,94.5,69.01,77,48,2.44
546,Temple Terrace,US,2021-08-06 02:10:35,28.0353,-82.3893,79.92,89,75,3.44
547,Ilhabela,BR,2021-08-06 02:13:48,-23.7781,-45.3581,64.85,90,96,5.64
548,Cam Ranh,VN,2021-08-06 02:13:49,11.9214,109.1591,89.56,55,20,10.36
549,Millau,FR,2021-08-06 02:13:49,44.0833,2.9167,66.4,88,100,6.51
550,Jizan,SA,2021-08-06 02:13:50,17.3333,42.6667,88.07,62,79,7.81
551,Canico,PT,2021-08-06 02:13:50,32.6333,-16.85,75.0,91,75,10.36
552,Zhezkazgan,KZ,2021-08-06 02:13:48,47.8043,67.7144,77.0,29,0,9.57
553,Iranshahr,IR,2021-08-06 02:13:50,27.2025,60.6848,92.08,15,0,5.1
554,Klyavlino,RU,2021-08-06 02:13:51,54.2649,52.0267,57.24,72,1,5.01
555,Lafayette,US,2021-08-06 02:11:45,30.2335,-92.0668,80.55,80,1,3.44
556,Abonnema,NG,2021-08-06 02:13:51,4.7084,6.7931,74.98,90,100,4.59
557,Chino Valley,US,2021-08-06 02:13:52,34.7575,-112.4538,91.17,31,1,1.01
558,Durban,ZA,2021-08-06 02:13:52,-29.8579,31.0292,63.01,92,0,1.99
559,Saint George,US,2021-08-06 02:13:52,37.1041,-113.5841,106.39,11,1,1.01
560,Makakilo City,US,2021-08-06 02:13:53,21.3469,-158.0858,86.32,53,90,10.36
